date,mode_line,ridership,mode,DayOfWeek,TypeOfDay
2025-01-20,rail_mrt_kajang,275583,MRT,Monday,Weekday
2025-01-21,rail_mrt_kajang,286499,MRT,Tuesday,Weekday
2025-01-22,rail_mrt_kajang,292304,MRT,Wednesday,Weekday
2025-01-23,rail_mrt_kajang,286142,MRT,Thursday,Weekday
2025-01-24,rail_mrt_kajang,279584,MRT,Friday,Weekday
2025-01-25,rail_mrt_kajang,205208,MRT,Saturday,Weekend
2025-01-26,rail_mrt_kajang,178270,MRT,Sunday,Weekend
2025-01-27,rail_mrt_kajang,247287,MRT,Monday,Weekday
2025-01-28,rail_mrt_kajang,225941,MRT,Tuesday,Weekday
2025-01-29,rail_mrt_kajang,205794,MRT,Wednesday,Weekday
2025-01-30,rail_mrt_kajang,180906,MRT,Thursday,Weekday
2025-01-31,rail_mrt_kajang,197467,MRT,Friday,Weekday
2025-02-01,rail_mrt_kajang,172303,MRT,Saturday,Weekend
2025-02-02,rail_mrt_kajang,157741,MRT,Sunday,Weekend
2025-02-03,rail_mrt_kajang,249888,MRT,Monday,Weekday
2025-02-04,rail_mrt_kajang,269423,MRT,Tuesday,Weekday
2025-02-05,rail_mrt_kajang,272721,MRT,Wednesday,Weekday
2025-02-06,rail_mrt_kajang,273561,MRT,Thursday,Weekday
2025-02-07,rail_mrt_kajang,277984,MRT,Friday,Weekday
2025-02-08,rail_mrt_kajang,212176,MRT,Saturday,Weekend
2025-02-09,rail_mrt_kajang,192519,MRT,Sunday,Weekend
2025-02-10,rail_mrt_kajang,278349,MRT,Monday,Weekday
2025-02-11,rail_mrt_kajang,186156,MRT,Tuesday,Weekday
2025-02-12,rail_mrt_kajang,293164,MRT,Wednesday,Weekday
2025-02-13,rail_mrt_kajang,290065,MRT,Thursday,Weekday
2025-02-14,rail_mrt_kajang,296709,MRT,Friday,Weekday
2025-02-15,rail_mrt_kajang,202338,MRT,Saturday,Weekend
2025-02-16,rail_mrt_kajang,174334,MRT,Sunday,Weekend
2025-02-17,rail_mrt_kajang,269953,MRT,Monday,Weekday
2025-02-18,rail_mrt_kajang,285452,MRT,Tuesday,Weekday
2025-02-19,rail_mrt_kajang,292352,MRT,Wednesday,Weekday
2025-02-20,rail_mrt_kajang,289023,MRT,Thursday,Weekday
2025-02-21,rail_mrt_kajang,282638,MRT,Friday,Weekday
2025-02-22,rail_mrt_kajang,205792,MRT,Saturday,Weekend
2025-02-23,rail_mrt_kajang,177568,MRT,Sunday,Weekend
2025-02-24,rail_mrt_kajang,272982,MRT,Monday,Weekday
2025-02-25,rail_mrt_kajang,288166,MRT,Tuesday,Weekday
2025-02-26,rail_mrt_kajang,292944,MRT,Wednesday,Weekday
2025-02-27,rail_mrt_kajang,290119,MRT,Thursday,Weekday
2025-02-28,rail_mrt_kajang,292777,MRT,Friday,Weekday
2025-03-01,rail_mrt_kajang,197196,MRT,Saturday,Weekend
2025-03-02,rail_mrt_kajang,137643,MRT,Sunday,Weekend
2025-03-03,rail_mrt_kajang,257731,MRT,Monday,Weekday
2025-03-04,rail_mrt_kajang,270745,MRT,Tuesday,Weekday
2025-03-05,rail_mrt_kajang,275332,MRT,Wednesday,Weekday
2025-03-06,rail_mrt_kajang,270748,MRT,Thursday,Weekday
2025-03-07,rail_mrt_kajang,271278,MRT,Friday,Weekday
2025-03-08,rail_mrt_kajang,172309,MRT,Saturday,Weekend
2025-03-09,rail_mrt_kajang,152291,MRT,Sunday,Weekend
2025-03-10,rail_mrt_kajang,265039,MRT,Monday,Weekday
2025-03-11,rail_mrt_kajang,277662,MRT,Tuesday,Weekday
2025-03-12,rail_mrt_kajang,280414,MRT,Wednesday,Weekday
2025-03-13,rail_mrt_kajang,276691,MRT,Thursday,Weekday
2025-03-14,rail_mrt_kajang,277447,MRT,Friday,Weekday
2025-03-15,rail_mrt_kajang,182211,MRT,Saturday,Weekend
2025-03-16,rail_mrt_kajang,155068,MRT,Sunday,Weekend
2025-03-17,rail_mrt_kajang,256877,MRT,Monday,Weekday
2025-03-18,rail_mrt_kajang,163765,MRT,Tuesday,Weekday
2025-03-19,rail_mrt_kajang,277456,MRT,Wednesday,Weekday
2025-03-20,rail_mrt_kajang,275286,MRT,Thursday,Weekday
2025-03-21,rail_mrt_kajang,277808,MRT,Friday,Weekday
2025-03-22,rail_mrt_kajang,183941,MRT,Saturday,Weekend
2025-03-23,rail_mrt_kajang,153513,MRT,Sunday,Weekend
2025-03-24,rail_mrt_kajang,265033,MRT,Monday,Weekday
2025-03-25,rail_mrt_kajang,274943,MRT,Tuesday,Weekday
2025-03-26,rail_mrt_kajang,278514,MRT,Wednesday,Weekday
2025-03-27,rail_mrt_kajang,265150,MRT,Thursday,Weekday
2025-03-28,rail_mrt_kajang,254364,MRT,Friday,Weekday
2025-03-29,rail_mrt_kajang,159988,MRT,Saturday,Weekend
2025-03-30,rail_mrt_kajang,156012,MRT,Sunday,Weekend
2025-03-31,rail_mrt_kajang,179850,MRT,Monday,Weekday
2025-04-01,rail_mrt_kajang,168269,MRT,Tuesday,Weekday
2025-04-02,rail_mrt_kajang,212071,MRT,Wednesday,Weekday
2025-04-03,rail_mrt_kajang,220466,MRT,Thursday,Weekday
2025-04-04,rail_mrt_kajang,219150,MRT,Friday,Weekday
2025-04-05,rail_mrt_kajang,166089,MRT,Saturday,Weekend
2025-04-06,rail_mrt_kajang,154872,MRT,Sunday,Weekend
2025-04-07,rail_mrt_kajang,261360,MRT,Monday,Weekday
2025-04-08,rail_mrt_kajang,277035,MRT,Tuesday,Weekday
2025-04-09,rail_mrt_kajang,280596,MRT,Wednesday,Weekday
2025-04-10,rail_mrt_kajang,278640,MRT,Thursday,Weekday
2025-04-11,rail_mrt_kajang,281612,MRT,Friday,Weekday
2025-04-12,rail_mrt_kajang,205322,MRT,Saturday,Weekend
2025-04-13,rail_mrt_kajang,178254,MRT,Sunday,Weekend
2025-04-14,rail_mrt_kajang,270188,MRT,Monday,Weekday
2025-04-15,rail_mrt_kajang,284361,MRT,Tuesday,Weekday
2025-04-16,rail_mrt_kajang,297325,MRT,Wednesday,Weekday
2025-04-17,rail_mrt_kajang,286402,MRT,Thursday,Weekday
2025-04-18,rail_mrt_kajang,292061,MRT,Friday,Weekday
2025-04-19,rail_mrt_kajang,222628,MRT,Saturday,Weekend
2025-04-20,rail_mrt_kajang,189380,MRT,Sunday,Weekend
2025-04-21,rail_mrt_kajang,267704,MRT,Monday,Weekday
2025-04-22,rail_mrt_kajang,281540,MRT,Tuesday,Weekday
2025-04-23,rail_mrt_kajang,283266,MRT,Wednesday,Weekday
2025-04-24,rail_mrt_kajang,288069,MRT,Thursday,Weekday
2025-04-25,rail_mrt_kajang,283288,MRT,Friday,Weekday
2025-04-26,rail_mrt_kajang,213635,MRT,Saturday,Weekend
2025-04-27,rail_mrt_kajang,174149,MRT,Sunday,Weekend
2025-04-28,rail_mrt_kajang,270239,MRT,Monday,Weekday
2025-04-29,rail_mrt_kajang,281362,MRT,Tuesday,Weekday
2025-04-30,rail_mrt_kajang,300441,MRT,Wednesday,Weekday
2025-05-01,rail_mrt_kajang,210992,MRT,Thursday,Weekday
2025-05-02,rail_mrt_kajang,270423,MRT,Friday,Weekday
2025-05-03,rail_mrt_kajang,208610,MRT,Saturday,Weekend
2025-05-04,rail_mrt_kajang,170459,MRT,Sunday,Weekend
2025-05-05,rail_mrt_kajang,273471,MRT,Monday,Weekday
2025-05-06,rail_mrt_kajang,283674,MRT,Tuesday,Weekday
2025-05-07,rail_mrt_kajang,287814,MRT,Wednesday,Weekday
2025-05-08,rail_mrt_kajang,282756,MRT,Thursday,Weekday
2025-05-09,rail_mrt_kajang,286213,MRT,Friday,Weekday
2025-05-10,rail_mrt_kajang,208034,MRT,Saturday,Weekend
2025-05-11,rail_mrt_kajang,204714,MRT,Sunday,Weekend
2025-05-12,rail_mrt_kajang,169019,MRT,Monday,Weekday
2025-05-13,rail_mrt_kajang,276965,MRT,Tuesday,Weekday
2025-05-14,rail_mrt_kajang,285447,MRT,Wednesday,Weekday
2025-05-15,rail_mrt_kajang,281601,MRT,Thursday,Weekday
2025-05-16,rail_mrt_kajang,277822,MRT,Friday,Weekday
2025-05-17,rail_mrt_kajang,194322,MRT,Saturday,Weekend
2025-05-18,rail_mrt_kajang,171899,MRT,Sunday,Weekend
2025-05-19,rail_mrt_kajang,265543,MRT,Monday,Weekday
2025-05-20,rail_mrt_kajang,282952,MRT,Tuesday,Weekday
2025-05-21,rail_mrt_kajang,291143,MRT,Wednesday,Weekday
2025-05-22,rail_mrt_kajang,288983,MRT,Thursday,Weekday
2025-05-23,rail_mrt_kajang,292862,MRT,Friday,Weekday
2025-05-24,rail_mrt_kajang,229583,MRT,Saturday,Weekend
2025-05-25,rail_mrt_kajang,185293,MRT,Sunday,Weekend
2025-05-26,rail_mrt_kajang,257353,MRT,Monday,Weekday
2025-05-27,rail_mrt_kajang,264906,MRT,Tuesday,Weekday
2025-05-28,rail_mrt_kajang,285851,MRT,Wednesday,Weekday
2025-05-29,rail_mrt_kajang,302155,MRT,Thursday,Weekday
2025-05-30,rail_mrt_kajang,298133,MRT,Friday,Weekday
2025-05-31,rail_mrt_kajang,234211,MRT,Saturday,Weekend
2025-06-01,rail_mrt_kajang,230351,MRT,Sunday,Weekend
2025-06-02,rail_mrt_kajang,191199,MRT,Monday,Weekday
2025-06-03,rail_mrt_kajang,293277,MRT,Tuesday,Weekday
2025-06-04,rail_mrt_kajang,303234,MRT,Wednesday,Weekday
2025-06-05,rail_mrt_kajang,290340,MRT,Thursday,Weekday
2025-06-06,rail_mrt_kajang,261792,MRT,Friday,Weekday
2025-06-07,rail_mrt_kajang,193812,MRT,Saturday,Weekend
2025-06-08,rail_mrt_kajang,189395,MRT,Sunday,Weekend
2025-06-09,rail_mrt_kajang,254561,MRT,Monday,Weekday
2025-06-10,rail_mrt_kajang,283558,MRT,Tuesday,Weekday
2025-06-11,rail_mrt_kajang,291704,MRT,Wednesday,Weekday
2025-06-12,rail_mrt_kajang,285830,MRT,Thursday,Weekday
2025-06-13,rail_mrt_kajang,284476,MRT,Friday,Weekday
2025-06-14,rail_mrt_kajang,204432,MRT,Saturday,Weekend
2025-06-15,rail_mrt_kajang,175913,MRT,Sunday,Weekend
2025-06-16,rail_mrt_kajang,274913,MRT,Monday,Weekday
2025-06-17,rail_mrt_kajang,288101,MRT,Tuesday,Weekday
2025-06-18,rail_mrt_kajang,293834,MRT,Wednesday,Weekday
2025-06-19,rail_mrt_kajang,285673,MRT,Thursday,Weekday
2025-06-20,rail_mrt_kajang,284956,MRT,Friday,Weekday
2025-06-21,rail_mrt_kajang,207168,MRT,Saturday,Weekend
2025-06-22,rail_mrt_kajang,178187,MRT,Sunday,Weekend
2025-06-23,rail_mrt_kajang,274163,MRT,Monday,Weekday
2025-06-24,rail_mrt_kajang,285779,MRT,Tuesday,Weekday
2025-06-25,rail_mrt_kajang,290399,MRT,Wednesday,Weekday
2025-06-26,rail_mrt_kajang,291743,MRT,Thursday,Weekday
2025-06-27,rail_mrt_kajang,194648,MRT,Friday,Weekday
2025-06-28,rail_mrt_kajang,203951,MRT,Saturday,Weekend
2025-06-29,rail_mrt_kajang,171002,MRT,Sunday,Weekend
2025-06-30,rail_mrt_kajang,268954,MRT,Monday,Weekday
2025-07-01,rail_mrt_kajang,288585,MRT,Tuesday,Weekday
2025-07-02,rail_mrt_kajang,292929,MRT,Wednesday,Weekday
2025-07-03,rail_mrt_kajang,286703,MRT,Thursday,Weekday
2025-07-04,rail_mrt_kajang,290912,MRT,Friday,Weekday
2025-07-05,rail_mrt_kajang,212603,MRT,Saturday,Weekend
2025-07-06,rail_mrt_kajang,183226,MRT,Sunday,Weekend
2025-07-07,rail_mrt_kajang,285689,MRT,Monday,Weekday
2025-07-08,rail_mrt_kajang,296962,MRT,Tuesday,Weekday
2025-07-09,rail_mrt_kajang,303175,MRT,Wednesday,Weekday
2025-07-10,rail_mrt_kajang,298597,MRT,Thursday,Weekday
2025-07-11,rail_mrt_kajang,298946,MRT,Friday,Weekday
2025-07-12,rail_mrt_kajang,217217,MRT,Saturday,Weekend
2025-07-13,rail_mrt_kajang,187551,MRT,Sunday,Weekend
2025-07-14,rail_mrt_kajang,285117,MRT,Monday,Weekday
2025-07-15,rail_mrt_kajang,299244,MRT,Tuesday,Weekday
2025-07-16,rail_mrt_kajang,305520,MRT,Wednesday,Weekday
2025-07-17,rail_mrt_kajang,297156,MRT,Thursday,Weekday
2025-07-18,rail_mrt_kajang,297657,MRT,Friday,Weekday
2025-07-19,rail_mrt_kajang,213950,MRT,Saturday,Weekend
2025-07-20,rail_mrt_kajang,178693,MRT,Sunday,Weekend
2025-07-21,rail_mrt_kajang,280588,MRT,Monday,Weekday
2025-07-22,rail_mrt_kajang,290261,MRT,Tuesday,Weekday
2025-07-23,rail_mrt_kajang,298075,MRT,Wednesday,Weekday
2025-07-24,rail_mrt_kajang,295755,MRT,Thursday,Weekday
2025-07-25,rail_mrt_kajang,295292,MRT,Friday,Weekday
2025-07-26,rail_mrt_kajang,212583,MRT,Saturday,Weekend
2025-07-27,rail_mrt_kajang,178143,MRT,Sunday,Weekend
2025-07-28,rail_mrt_kajang,277435,MRT,Monday,Weekday
2025-07-29,rail_mrt_kajang,287640,MRT,Tuesday,Weekday
2025-07-30,rail_mrt_kajang,295466,MRT,Wednesday,Weekday
2025-07-31,rail_mrt_kajang,290916,MRT,Thursday,Weekday
2025-08-01,rail_mrt_kajang,291400,MRT,Friday,Weekday
2025-08-02,rail_mrt_kajang,216047,MRT,Saturday,Weekend
2025-08-03,rail_mrt_kajang,186282,MRT,Sunday,Weekend
2025-08-04,rail_mrt_kajang,280041,MRT,Monday,Weekday
2025-08-05,rail_mrt_kajang,297339,MRT,Tuesday,Weekday
2025-08-06,rail_mrt_kajang,303063,MRT,Wednesday,Weekday
2025-08-07,rail_mrt_kajang,298482,MRT,Thursday,Weekday
2025-08-08,rail_mrt_kajang,298882,MRT,Friday,Weekday
2025-08-09,rail_mrt_kajang,222570,MRT,Saturday,Weekend
2025-08-10,rail_mrt_kajang,191154,MRT,Sunday,Weekend
2025-08-11,rail_mrt_kajang,290197,MRT,Monday,Weekday
2025-08-12,rail_mrt_kajang,301131,MRT,Tuesday,Weekday
2025-08-13,rail_mrt_kajang,305280,MRT,Wednesday,Weekday
2025-08-14,rail_mrt_kajang,296253,MRT,Thursday,Weekday
2025-08-15,rail_mrt_kajang,299864,MRT,Friday,Weekday
2025-08-16,rail_mrt_kajang,229033,MRT,Saturday,Weekend
2025-08-17,rail_mrt_kajang,189828,MRT,Sunday,Weekend
2025-08-18,rail_mrt_kajang,282153,MRT,Monday,Weekday
2025-08-19,rail_mrt_kajang,295867,MRT,Tuesday,Weekday
2025-08-20,rail_mrt_kajang,302446,MRT,Wednesday,Weekday
2025-08-21,rail_mrt_kajang,290410,MRT,Thursday,Weekday
2025-08-22,rail_mrt_kajang,294419,MRT,Friday,Weekday
2025-08-23,rail_mrt_kajang,220114,MRT,Saturday,Weekend
2025-08-24,rail_mrt_kajang,182500,MRT,Sunday,Weekend
2025-08-25,rail_mrt_kajang,282568,MRT,Monday,Weekday
2025-08-26,rail_mrt_kajang,293911,MRT,Tuesday,Weekday
2025-08-27,rail_mrt_kajang,295451,MRT,Wednesday,Weekday
2025-08-28,rail_mrt_kajang,291679,MRT,Thursday,Weekday
2025-08-29,rail_mrt_kajang,294560,MRT,Friday,Weekday
2025-08-30,rail_mrt_kajang,242057,MRT,Saturday,Weekend
2025-08-31,rail_mrt_kajang,236063,MRT,Sunday,Weekend
2022-06-16,mrt putrajaya,13367,MRT,Thursday,Weekday
2022-06-17,mrt putrajaya,22621,MRT,Friday,Weekday
2022-06-18,mrt putrajaya,28885,MRT,Saturday,Weekend
2022-06-19,mrt putrajaya,32066,MRT,Sunday,Weekend
2022-06-20,mrt putrajaya,21564,MRT,Monday,Weekday
2022-06-21,mrt putrajaya,22535,MRT,Tuesday,Weekday
2022-06-22,mrt putrajaya,22845,MRT,Wednesday,Weekday
2022-06-23,mrt putrajaya,23000,MRT,Thursday,Weekday
2022-06-24,mrt putrajaya,24787,MRT,Friday,Weekday
2022-06-25,mrt putrajaya,42374,MRT,Saturday,Weekend
2022-06-26,mrt putrajaya,22542,MRT,Sunday,Weekend
2022-06-27,mrt putrajaya,22913,MRT,Monday,Weekday
2022-06-28,mrt putrajaya,22649,MRT,Tuesday,Weekday
2022-06-29,mrt putrajaya,23601,MRT,Wednesday,Weekday
2022-06-30,mrt putrajaya,23815,MRT,Thursday,Weekday
2022-07-01,mrt putrajaya,32369,MRT,Friday,Weekday
2022-07-02,mrt putrajaya,46503,MRT,Saturday,Weekend
2022-07-03,mrt putrajaya,33215,MRT,Sunday,Weekend
2022-07-04,mrt putrajaya,23313,MRT,Monday,Weekday
2022-07-05,mrt putrajaya,23872,MRT,Tuesday,Weekday
2022-07-06,mrt putrajaya,24288,MRT,Wednesday,Weekday
2022-07-07,mrt putrajaya,24679,MRT,Thursday,Weekday
2022-07-08,mrt putrajaya,26366,MRT,Friday,Weekday
2022-07-09,mrt putrajaya,25503,MRT,Saturday,Weekend
2022-07-10,mrt putrajaya,31152,MRT,Sunday,Weekend
2022-07-11,mrt putrajaya,16772,MRT,Monday,Weekday
2022-07-12,mrt putrajaya,39049,MRT,Tuesday,Weekday
2022-07-13,mrt putrajaya,24103,MRT,Wednesday,Weekday
2022-07-14,mrt putrajaya,24913,MRT,Thursday,Weekday
2022-07-15,mrt putrajaya,26812,MRT,Friday,Weekday
2022-07-16,mrt putrajaya,15629,MRT,Saturday,Weekend
2022-07-17,mrt putrajaya,12694,MRT,Sunday,Weekend
2022-07-18,mrt putrajaya,18345,MRT,Monday,Weekday
2022-07-19,mrt putrajaya,18433,MRT,Tuesday,Weekday
2022-07-20,mrt putrajaya,15662,MRT,Wednesday,Weekday
2022-07-21,mrt putrajaya,18836,MRT,Thursday,Weekday
2022-07-22,mrt putrajaya,18912,MRT,Friday,Weekday
2022-07-23,mrt putrajaya,13438,MRT,Saturday,Weekend
2022-07-24,mrt putrajaya,12108,MRT,Sunday,Weekend
2022-07-25,mrt putrajaya,18612,MRT,Monday,Weekday
2022-07-26,mrt putrajaya,18953,MRT,Tuesday,Weekday
2022-07-27,mrt putrajaya,18821,MRT,Wednesday,Weekday
2022-07-28,mrt putrajaya,18598,MRT,Thursday,Weekday
2022-07-29,mrt putrajaya,19537,MRT,Friday,Weekday
2022-07-30,mrt putrajaya,14830,MRT,Saturday,Weekend
2022-07-31,mrt putrajaya,12527,MRT,Sunday,Weekend
2022-08-01,mrt putrajaya,19159,MRT,Monday,Weekday
2022-08-02,mrt putrajaya,19559,MRT,Tuesday,Weekday
2022-08-03,mrt putrajaya,19806,MRT,Wednesday,Weekday
2022-08-04,mrt putrajaya,20196,MRT,Thursday,Weekday
2022-08-05,mrt putrajaya,20504,MRT,Friday,Weekday
2022-08-06,mrt putrajaya,14734,MRT,Saturday,Weekend
2022-08-07,mrt putrajaya,13488,MRT,Sunday,Weekend
2022-08-08,mrt putrajaya,19771,MRT,Monday,Weekday
2022-08-09,mrt putrajaya,20316,MRT,Tuesday,Weekday
2022-08-10,mrt putrajaya,20556,MRT,Wednesday,Weekday
2022-08-11,mrt putrajaya,19978,MRT,Thursday,Weekday
2022-08-12,mrt putrajaya,20875,MRT,Friday,Weekday
2022-08-13,mrt putrajaya,14392,MRT,Saturday,Weekend
2022-08-14,mrt putrajaya,12642,MRT,Sunday,Weekend
2022-08-15,mrt putrajaya,19807,MRT,Monday,Weekday
2022-08-16,mrt putrajaya,20229,MRT,Tuesday,Weekday
2022-08-17,mrt putrajaya,20524,MRT,Wednesday,Weekday
2022-08-18,mrt putrajaya,20438,MRT,Thursday,Weekday
2022-08-19,mrt putrajaya,20606,MRT,Friday,Weekday
2022-08-20,mrt putrajaya,13816,MRT,Saturday,Weekend
2022-08-21,mrt putrajaya,12329,MRT,Sunday,Weekend
2022-08-22,mrt putrajaya,19535,MRT,Monday,Weekday
2022-08-23,mrt putrajaya,20418,MRT,Tuesday,Weekday
2022-08-24,mrt putrajaya,20961,MRT,Wednesday,Weekday
2022-08-25,mrt putrajaya,20109,MRT,Thursday,Weekday
2022-08-26,mrt putrajaya,21188,MRT,Friday,Weekday
2022-08-27,mrt putrajaya,15019,MRT,Saturday,Weekend
2022-08-28,mrt putrajaya,12616,MRT,Sunday,Weekend
2022-08-29,mrt putrajaya,20308,MRT,Monday,Weekday
2022-08-30,mrt putrajaya,21924,MRT,Tuesday,Weekday
2022-08-31,mrt putrajaya,23353,MRT,Wednesday,Weekday
2022-09-01,mrt putrajaya,20986,MRT,Thursday,Weekday
2022-09-02,mrt putrajaya,21756,MRT,Friday,Weekday
2022-09-03,mrt putrajaya,14991,MRT,Saturday,Weekend
2022-09-04,mrt putrajaya,13556,MRT,Sunday,Weekend
2022-09-05,mrt putrajaya,22135,MRT,Monday,Weekday
2022-09-06,mrt putrajaya,22858,MRT,Tuesday,Weekday
2022-09-07,mrt putrajaya,23879,MRT,Wednesday,Weekday
2022-09-08,mrt putrajaya,23942,MRT,Thursday,Weekday
2022-09-09,mrt putrajaya,22692,MRT,Friday,Weekday
2022-09-10,mrt putrajaya,15501,MRT,Saturday,Weekend
2022-09-11,mrt putrajaya,13279,MRT,Sunday,Weekend
2022-09-12,mrt putrajaya,21803,MRT,Monday,Weekday
2022-09-13,mrt putrajaya,22252,MRT,Tuesday,Weekday
2022-09-14,mrt putrajaya,22634,MRT,Wednesday,Weekday
2022-09-15,mrt putrajaya,24152,MRT,Thursday,Weekday
2022-09-16,mrt putrajaya,15634,MRT,Friday,Weekday
2022-09-17,mrt putrajaya,15031,MRT,Saturday,Weekend
2022-09-18,mrt putrajaya,12616,MRT,Sunday,Weekend
2022-09-19,mrt putrajaya,21583,MRT,Monday,Weekday
2022-09-20,mrt putrajaya,22265,MRT,Tuesday,Weekday
2022-09-21,mrt putrajaya,22595,MRT,Wednesday,Weekday
2022-09-22,mrt putrajaya,22700,MRT,Thursday,Weekday
2022-09-23,mrt putrajaya,22694,MRT,Friday,Weekday
2022-09-24,mrt putrajaya,15972,MRT,Saturday,Weekend
2022-09-25,mrt putrajaya,13362,MRT,Sunday,Weekend
2022-09-26,mrt putrajaya,22159,MRT,Monday,Weekday
2022-09-27,mrt putrajaya,23203,MRT,Tuesday,Weekday
2022-09-28,mrt putrajaya,23193,MRT,Wednesday,Weekday
2022-09-29,mrt putrajaya,22716,MRT,Thursday,Weekday
2022-09-30,mrt putrajaya,23070,MRT,Friday,Weekday
2022-10-01,mrt putrajaya,16077,MRT,Saturday,Weekend
2022-10-02,mrt putrajaya,14074,MRT,Sunday,Weekend
2022-10-03,mrt putrajaya,23177,MRT,Monday,Weekday
2022-10-04,mrt putrajaya,23623,MRT,Tuesday,Weekday
2022-10-05,mrt putrajaya,24231,MRT,Wednesday,Weekday
2022-10-06,mrt putrajaya,23883,MRT,Thursday,Weekday
2022-10-07,mrt putrajaya,24454,MRT,Friday,Weekday
2022-10-08,mrt putrajaya,16871,MRT,Saturday,Weekend
2022-10-09,mrt putrajaya,16093,MRT,Sunday,Weekend
2022-10-10,mrt putrajaya,14770,MRT,Monday,Weekday
2022-10-11,mrt putrajaya,24095,MRT,Tuesday,Weekday
2022-10-12,mrt putrajaya,24337,MRT,Wednesday,Weekday
2022-10-13,mrt putrajaya,24083,MRT,Thursday,Weekday
2022-10-14,mrt putrajaya,23718,MRT,Friday,Weekday
2022-10-15,mrt putrajaya,15700,MRT,Saturday,Weekend
2022-10-16,mrt putrajaya,13651,MRT,Sunday,Weekend
2022-10-17,mrt putrajaya,23186,MRT,Monday,Weekday
2022-10-18,mrt putrajaya,24113,MRT,Tuesday,Weekday
2022-10-19,mrt putrajaya,24400,MRT,Wednesday,Weekday
2022-10-20,mrt putrajaya,24108,MRT,Thursday,Weekday
2022-10-21,mrt putrajaya,25494,MRT,Friday,Weekday
2022-10-22,mrt putrajaya,16932,MRT,Saturday,Weekend
2022-10-23,mrt putrajaya,16119,MRT,Sunday,Weekend
2022-10-24,mrt putrajaya,14918,MRT,Monday,Weekday
2022-10-25,mrt putrajaya,21536,MRT,Tuesday,Weekday
2022-10-26,mrt putrajaya,22214,MRT,Wednesday,Weekday
2022-10-27,mrt putrajaya,21914,MRT,Thursday,Weekday
2022-10-28,mrt putrajaya,21947,MRT,Friday,Weekday
2022-10-29,mrt putrajaya,14818,MRT,Saturday,Weekend
2022-10-30,mrt putrajaya,12476,MRT,Sunday,Weekend
2022-10-31,mrt putrajaya,22922,MRT,Monday,Weekday
2022-11-01,mrt putrajaya,23617,MRT,Tuesday,Weekday
2022-11-02,mrt putrajaya,23876,MRT,Wednesday,Weekday
2022-11-03,mrt putrajaya,23674,MRT,Thursday,Weekday
2022-11-04,mrt putrajaya,24094,MRT,Friday,Weekday
2022-11-05,mrt putrajaya,16989,MRT,Saturday,Weekend
2022-11-06,mrt putrajaya,13648,MRT,Sunday,Weekend
2022-11-07,mrt putrajaya,23534,MRT,Monday,Weekday
2022-11-08,mrt putrajaya,23597,MRT,Tuesday,Weekday
2022-11-09,mrt putrajaya,22811,MRT,Wednesday,Weekday
2022-11-10,mrt putrajaya,22316,MRT,Thursday,Weekday
2022-11-11,mrt putrajaya,22820,MRT,Friday,Weekday
2022-11-12,mrt putrajaya,15595,MRT,Saturday,Weekend
2022-11-13,mrt putrajaya,13156,MRT,Sunday,Weekend
2022-11-14,mrt putrajaya,22430,MRT,Monday,Weekday
2022-11-15,mrt putrajaya,23643,MRT,Tuesday,Weekday
2022-11-16,mrt putrajaya,25206,MRT,Wednesday,Weekday
2022-11-17,mrt putrajaya,25015,MRT,Thursday,Weekday
2022-11-18,mrt putrajaya,14273,MRT,Friday,Weekday
2022-11-19,mrt putrajaya,12258,MRT,Saturday,Weekend
2022-11-20,mrt putrajaya,12879,MRT,Sunday,Weekend
2022-11-21,mrt putrajaya,21593,MRT,Monday,Weekday
2022-11-22,mrt putrajaya,23072,MRT,Tuesday,Weekday
2022-11-23,mrt putrajaya,23717,MRT,Wednesday,Weekday
2022-11-24,mrt putrajaya,23707,MRT,Thursday,Weekday
2022-11-25,mrt putrajaya,23391,MRT,Friday,Weekday
2022-11-26,mrt putrajaya,15761,MRT,Saturday,Weekend
2022-11-27,mrt putrajaya,13865,MRT,Sunday,Weekend
2022-11-28,mrt putrajaya,13430,MRT,Monday,Weekday
2022-11-29,mrt putrajaya,22909,MRT,Tuesday,Weekday
2022-11-30,mrt putrajaya,23969,MRT,Wednesday,Weekday
2022-12-01,mrt putrajaya,23709,MRT,Thursday,Weekday
2022-12-02,mrt putrajaya,23861,MRT,Friday,Weekday
2022-12-03,mrt putrajaya,16567,MRT,Saturday,Weekend
2022-12-04,mrt putrajaya,14213,MRT,Sunday,Weekend
2022-12-05,mrt putrajaya,23649,MRT,Monday,Weekday
2022-12-06,mrt putrajaya,24148,MRT,Tuesday,Weekday
2022-12-07,mrt putrajaya,24677,MRT,Wednesday,Weekday
2022-12-08,mrt putrajaya,24811,MRT,Thursday,Weekday
2022-12-09,mrt putrajaya,25299,MRT,Friday,Weekday
2022-12-10,mrt putrajaya,16699,MRT,Saturday,Weekend
2022-12-11,mrt putrajaya,15622,MRT,Sunday,Weekend
2022-12-12,mrt putrajaya,21618,MRT,Monday,Weekday
2022-12-13,mrt putrajaya,24529,MRT,Tuesday,Weekday
2022-12-14,mrt putrajaya,24766,MRT,Wednesday,Weekday
2022-12-15,mrt putrajaya,24209,MRT,Thursday,Weekday
2022-12-16,mrt putrajaya,24192,MRT,Friday,Weekday
2022-12-17,mrt putrajaya,18020,MRT,Saturday,Weekend
